,Datetime,Weekday,Part of the day,counts,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday
4139,2017-10-21 19:00:00,Saturday,Afternoon,2,70 F,64 F,83 %,SW,9 mph,0 mph,30.1 in,0.0
4140,2017-10-21 20:00:00,Saturday,Afternoon,3,70 F,64 F,83 %,WSW,10 mph,0 mph,30.1 in,0.0
4141,2017-10-21 21:00:00,Saturday,Afternoon,2,70 F,64 F,83 %,WSW,8 mph,0 mph,30.1 in,0.0
4142,2017-10-21 22:00:00,Saturday,Night,1,68 F,61 F,78 %,N,6 mph,0 mph,30.1 in,0.0
4143,2017-10-21 23:00:00,Saturday,Night,3,66 F,61 F,83 %,NNW,8 mph,0 mph,30.1 in,0.0
4144,2017-10-22 05:00:00,Sunday,Night,1,64 F,52 F,64 %,NNW,9 mph,0 mph,30.2 in,0.0
4145,2017-10-22 07:00:00,Sunday,Morning,1,61 F,46 F,59 %,NNW,13 mph,0 mph,30.2 in,0.0
4146,2017-10-22 10:00:00,Sunday,Morning,4,61 F,46 F,59 %,NNW,13 mph,24 mph,30.3 in,0.0
4147,2017-10-22 11:00:00,Sunday,Morning,2,63 F,46 F,55 %,NW,10 mph,22 mph,30.3 in,0.0
4148,2017-10-22 12:00:00,Sunday,Morning,1,64 F,48 F,56 %,NNW,9 mph,0 mph,30.3 in,0.0
4149,2017-10-22 13:00:00,Sunday,Morning,1,68 F,48 F,49 %,NW,1 mph,0 mph,30.2 in,0.0
4150,2017-10-22 15:00:00,Sunday,Afternoon,1,70 F,48 F,46 %,SW,18 mph,0 mph,30.2 in,0.0
4151,2017-10-22 16:00:00,Sunday,Afternoon,1,70 F,46 F,43 %,SW,17 mph,0 mph,30.2 in,0.0
4152,2017-10-22 18:00:00,Sunday,Afternoon,1,68 F,48 F,49 %,WSW,12 mph,0 mph,30.2 in,0.0
4153,2017-10-22 19:00:00,Sunday,Afternoon,2,66 F,50 F,56 %,WSW,7 mph,0 mph,30.2 in,0.0
4154,2017-10-22 20:00:00,Sunday,Afternoon,5,64 F,50 F,59 %,W,6 mph,0 mph,30.2 in,0.0
4155,2017-10-22 21:00:00,Sunday,Afternoon,1,63 F,50 F,63 %,NW,6 mph,17 mph,30.2 in,0.0
4156,2017-10-22 22:00:00,Sunday,Night,2,63 F,48 F,59 %,VAR,8 mph,0 mph,30.2 in,0.0
4157,2017-10-22 23:00:00,Sunday,Night,1,63 F,46 F,55 %,NW,8 mph,0 mph,30.2 in,0.0
4158,2017-10-23 04:00:00,Monday,Night,1,57 F,46 F,67 %,NNW,13 mph,0 mph,30.2 in,0.0
4159,2017-10-23 08:00:00,Monday,Morning,1,55 F,46 F,72 %,NNW,15 mph,0 mph,30.2 in,0.0
4160,2017-10-23 09:00:00,Monday,Morning,3,55 F,46 F,72 %,NNW,14 mph,0 mph,30.2 in,0.0
4161,2017-10-23 10:00:00,Monday,Morning,1,57 F,46 F,67 %,NNW,15 mph,28 mph,30.3 in,0.0
4162,2017-10-23 12:00:00,Monday,Morning,3,63 F,48 F,59 %,NNW,9 mph,0 mph,30.3 in,0.0
4163,2017-10-23 13:00:00,Monday,Morning,1,66 F,50 F,56 %,W,3 mph,0 mph,30.3 in,0.0
4164,2017-10-23 14:00:00,Monday,Afternoon,2,68 F,55 F,64 %,SSW,8 mph,20 mph,30.2 in,0.0
4165,2017-10-23 15:00:00,Monday,Afternoon,1,70 F,54 F,56 %,SW,12 mph,0 mph,30.2 in,0.0
4166,2017-10-23 16:00:00,Monday,Afternoon,2,68 F,55 F,64 %,SSW,14 mph,0 mph,30.2 in,0.0
4167,2017-10-23 17:00:00,Monday,Afternoon,4,68 F,54 F,60 %,SW,14 mph,0 mph,30.2 in,0.0
4168,2017-10-23 18:00:00,Monday,Afternoon,8,68 F,54 F,60 %,SW,9 mph,0 mph,30.2 in,0.0
4169,2017-10-23 19:00:00,Monday,Afternoon,1,66 F,54 F,64 %,SW,7 mph,0 mph,30.2 in,0.0
4170,2017-10-23 22:00:00,Monday,Night,1,63 F,52 F,68 %,NNW,6 mph,0 mph,30.2 in,0.0
4171,2017-10-24 01:00:00,Tuesday,Night,1,59 F,50 F,72 %,NNW,9 mph,0 mph,30.2 in,0.0
4172,2017-10-24 07:00:00,Tuesday,Morning,2,55 F,48 F,77 %,NNW,10 mph,0 mph,30.2 in,0.0
4173,2017-10-24 09:00:00,Tuesday,Morning,1,55 F,48 F,77 %,NNW,12 mph,0 mph,30.2 in,0.0
4174,2017-10-24 10:00:00,Tuesday,Morning,4,59 F,50 F,72 %,NNW,12 mph,0 mph,30.2 in,0.0
4175,2017-10-24 11:00:00,Tuesday,Morning,4,63 F,50 F,63 %,NNW,8 mph,0 mph,30.2 in,0.0
4176,2017-10-24 12:00:00,Tuesday,Morning,3,68 F,48 F,49 %,NNW,8 mph,0 mph,30.2 in,0.0
4177,2017-10-24 13:00:00,Tuesday,Morning,2,70 F,48 F,46 %,W,2 mph,0 mph,30.2 in,0.0
4178,2017-10-24 14:00:00,Tuesday,Afternoon,4,70 F,54 F,56 %,SW,9 mph,0 mph,30.2 in,0.0
4179,2017-10-24 15:00:00,Tuesday,Afternoon,4,70 F,57 F,64 %,SSW,10 mph,0 mph,30.2 in,0.0
4180,2017-10-24 16:00:00,Tuesday,Afternoon,2,72 F,50 F,46 %,SW,8 mph,0 mph,30.2 in,0.0
4181,2017-10-24 18:00:00,Tuesday,Afternoon,1,70 F,52 F,53 %,SSW,6 mph,0 mph,30.2 in,0.0
4182,2017-10-24 19:00:00,Tuesday,Afternoon,1,68 F,52 F,56 %,SW,7 mph,0 mph,30.2 in,0.0
4183,2017-10-24 20:00:00,Tuesday,Afternoon,3,66 F,52 F,60 %,SW,6 mph,0 mph,30.2 in,0.0
4184,2017-10-25 00:00:00,Wednesday,Night,1,63 F,52 F,68 %,WNW,6 mph,0 mph,30.2 in,0.0
4185,2017-10-25 02:00:00,Wednesday,Night,1,61 F,52 F,72 %,NNW,8 mph,0 mph,30.2 in,0.0
4186,2017-10-25 07:00:00,Wednesday,Morning,2,57 F,50 F,77 %,NNW,9 mph,0 mph,30.2 in,0.0
4187,2017-10-25 08:00:00,Wednesday,Morning,4,57 F,50 F,77 %,NNW,9 mph,0 mph,30.2 in,0.0
4188,2017-10-25 09:00:00,Wednesday,Morning,3,57 F,50 F,77 %,NNW,10 mph,0 mph,30.2 in,0.0
4189,2017-10-25 11:00:00,Wednesday,Morning,2,66 F,54 F,64 %,NNW,7 mph,0 mph,30.3 in,0.0
4190,2017-10-25 12:00:00,Wednesday,Morning,2,70 F,55 F,60 %,NE,5 mph,0 mph,30.3 in,0.0
4191,2017-10-25 13:00:00,Wednesday,Morning,3,72 F,61 F,69 %,E,6 mph,0 mph,30.3 in,0.0
4192,2017-10-25 14:00:00,Wednesday,Afternoon,4,72 F,61 F,69 %,E,8 mph,0 mph,30.2 in,0.0
4193,2017-10-25 15:00:00,Wednesday,Afternoon,2,72 F,63 F,73 %,ESE,6 mph,0 mph,30.2 in,0.0
4194,2017-10-25 16:00:00,Wednesday,Afternoon,5,72 F,63 F,73 %,ESE,6 mph,0 mph,30.2 in,0.0
4195,2017-10-25 17:00:00,Wednesday,Afternoon,3,72 F,63 F,73 %,SE,5 mph,0 mph,30.2 in,0.0
4196,2017-10-25 19:00:00,Wednesday,Afternoon,1,70 F,63 F,78 %,SW,3 mph,0 mph,30.2 in,0.0
4197,2017-10-25 20:00:00,Wednesday,Afternoon,2,68 F,63 F,83 %,WSW,3 mph,0 mph,30.3 in,0.0
4198,2017-10-25 21:00:00,Wednesday,Afternoon,2,66 F,63 F,88 %,NW,3 mph,0 mph,30.3 in,0.0
4199,2017-10-25 23:00:00,Wednesday,Night,1,63 F,59 F,88 %,NNW,6 mph,0 mph,30.3 in,0.0
4200,2017-10-26 07:00:00,Thursday,Morning,3,59 F,55 F,88 %,NNW,9 mph,0 mph,30.3 in,0.0
4201,2017-10-26 08:00:00,Thursday,Morning,3,59 F,55 F,88 %,NNW,8 mph,0 mph,30.3 in,0.0
4202,2017-10-26 09:00:00,Thursday,Morning,3,59 F,54 F,82 %,NNW,10 mph,22 mph,30.3 in,0.0
4203,2017-10-26 11:00:00,Thursday,Morning,2,63 F,55 F,77 %,NNW,7 mph,0 mph,30.3 in,0.0
4204,2017-10-26 13:00:00,Thursday,Morning,3,72 F,63 F,73 %,SW,8 mph,0 mph,30.3 in,0.0
4205,2017-10-26 14:00:00,Thursday,Afternoon,1,72 F,63 F,73 %,SSW,9 mph,0 mph,30.3 in,0.0
4206,2017-10-26 15:00:00,Thursday,Afternoon,1,72 F,63 F,73 %,S,8 mph,0 mph,30.3 in,0.0
4207,2017-10-26 16:00:00,Thursday,Afternoon,2,72 F,64 F,78 %,S,7 mph,0 mph,30.3 in,0.0
4208,2017-10-26 17:00:00,Thursday,Afternoon,2,72 F,64 F,78 %,SSE,6 mph,0 mph,30.3 in,0.0
4209,2017-10-26 18:00:00,Thursday,Afternoon,2,72 F,64 F,78 %,S,3 mph,0 mph,30.3 in,0.0
4210,2017-10-26 19:00:00,Thursday,Afternoon,2,70 F,64 F,83 %,SSW,2 mph,0 mph,30.3 in,0.0
4211,2017-10-26 20:00:00,Thursday,Afternoon,1,68 F,64 F,88 %,SSW,5 mph,0 mph,30.3 in,0.0
4212,2017-10-26 21:00:00,Thursday,Afternoon,1,66 F,63 F,88 %,W,7 mph,0 mph,30.3 in,0.0
4213,2017-10-26 22:00:00,Thursday,Night,3,66 F,63 F,88 %,W,3 mph,0 mph,30.3 in,0.0
4214,2017-10-26 23:00:00,Thursday,Night,2,64 F,61 F,88 %,W,7 mph,0 mph,30.3 in,0.0
4215,2017-10-27 01:00:00,Friday,Night,1,64 F,61 F,88 %,WNW,3 mph,0 mph,30.3 in,0.0
4216,2017-10-27 05:00:00,Friday,Night,1,61 F,59 F,94 %,NW,9 mph,0 mph,30.3 in,0.0
4217,2017-10-27 06:00:00,Friday,Morning,1,61 F,57 F,88 %,NW,9 mph,0 mph,30.2 in,0.0
4218,2017-10-27 08:00:00,Friday,Morning,4,59 F,55 F,88 %,NW,10 mph,0 mph,30.2 in,0.0
4219,2017-10-27 09:00:00,Friday,Morning,3,61 F,55 F,82 %,NNW,9 mph,0 mph,30.2 in,0.0
4220,2017-10-27 10:00:00,Friday,Morning,2,63 F,55 F,77 %,NW,7 mph,0 mph,30.3 in,0.0
4221,2017-10-27 11:00:00,Friday,Morning,3,66 F,57 F,73 %,N,9 mph,0 mph,30.2 in,0.0
4222,2017-10-27 12:00:00,Friday,Morning,2,72 F,57 F,60 %,NNW,8 mph,0 mph,30.2 in,0.0
4223,2017-10-27 13:00:00,Friday,Morning,2,73 F,59 F,61 %,NNW,6 mph,0 mph,30.2 in,0.0
4224,2017-10-27 14:00:00,Friday,Afternoon,2,73 F,61 F,65 %,ESE,6 mph,0 mph,30.2 in,0.0
4225,2017-10-27 15:00:00,Friday,Afternoon,2,73 F,61 F,65 %,E,7 mph,0 mph,30.2 in,0.0
4226,2017-10-27 16:00:00,Friday,Afternoon,1,72 F,64 F,78 %,E,9 mph,0 mph,30.2 in,0.0
4227,2017-10-27 17:00:00,Friday,Afternoon,1,72 F,64 F,78 %,ENE,14 mph,0 mph,30.2 in,0.0
4228,2017-10-27 18:00:00,Friday,Afternoon,2,72 F,63 F,73 %,E,9 mph,0 mph,30.2 in,0.0
4229,2017-10-27 19:00:00,Friday,Afternoon,2,70 F,63 F,78 %,ENE,5 mph,0 mph,30.2 in,0.0
4230,2017-10-27 20:00:00,Friday,Afternoon,2,70 F,63 F,78 %,VAR,1 mph,0 mph,30.2 in,0.0
4231,2017-10-27 21:00:00,Friday,Afternoon,2,70 F,63 F,78 %,CALM,0 mph,0 mph,30.2 in,0.0
4232,2017-10-27 23:00:00,Friday,Night,1,66 F,63 F,88 %,NNW,6 mph,0 mph,30.2 in,0.0
4233,2017-10-28 00:00:00,Saturday,Night,2,66 F,63 F,88 %,NNW,7 mph,0 mph,30.2 in,0.0
4234,2017-10-28 02:00:00,Saturday,Night,1,64 F,61 F,88 %,NW,8 mph,0 mph,30.2 in,0.0
4235,2017-10-28 03:00:00,Saturday,Night,1,64 F,61 F,88 %,NNW,6 mph,0 mph,30.2 in,0.0
4236,2017-10-28 04:00:00,Saturday,Night,1,63 F,55 F,77 %,NNW,10 mph,0 mph,30.2 in,0.0
4237,2017-10-28 06:00:00,Saturday,Morning,1,59 F,54 F,82 %,NNW,9 mph,0 mph,30.2 in,0.0
4238,2017-10-28 09:00:00,Saturday,Morning,2,59 F,52 F,77 %,NNW,13 mph,26 mph,30.2 in,0.0
4239,2017-10-28 12:00:00,Saturday,Morning,2,66 F,54 F,64 %,NNW,13 mph,24 mph,30.2 in,0.0
4240,2017-10-28 13:00:00,Saturday,Morning,1,68 F,54 F,60 %,NW,7 mph,0 mph,30.2 in,0.0
4241,2017-10-28 16:00:00,Saturday,Afternoon,3,72 F,57 F,60 %,SSW,9 mph,0 mph,30.2 in,0.0
4242,2017-10-28 17:00:00,Saturday,Afternoon,2,70 F,59 F,68 %,SW,8 mph,0 mph,30.2 in,0.0
4243,2017-10-28 20:00:00,Saturday,Afternoon,2,66 F,57 F,73 %,SW,7 mph,0 mph,30.2 in,0.0
4244,2017-10-28 21:00:00,Saturday,Afternoon,1,64 F,55 F,73 %,WNW,7 mph,0 mph,30.2 in,0.0
4245,2017-10-28 22:00:00,Saturday,Night,3,64 F,55 F,73 %,W,3 mph,0 mph,30.2 in,0.0
4246,2017-10-29 10:00:00,Sunday,Morning,1,61 F,46 F,59 %,NNW,14 mph,35 mph,30.1 in,0.0
4247,2017-10-29 11:00:00,Sunday,Morning,1,64 F,46 F,52 %,NNW,13 mph,0 mph,30.1 in,0.0
4248,2017-10-29 12:00:00,Sunday,Morning,1,68 F,48 F,49 %,NNW,10 mph,0 mph,30.1 in,0.0
4249,2017-10-29 13:00:00,Sunday,Morning,1,70 F,48 F,46 %,NNW,8 mph,0 mph,30.1 in,0.0
4250,2017-10-29 14:00:00,Sunday,Afternoon,2,72 F,50 F,46 %,W,5 mph,0 mph,30.0 in,0.0
4251,2017-10-29 15:00:00,Sunday,Afternoon,1,73 F,52 F,47 %,SW,7 mph,0 mph,30.0 in,0.0
4252,2017-10-29 17:00:00,Sunday,Afternoon,2,72 F,43 F,35 %,NW,10 mph,0 mph,30.0 in,0.0
4253,2017-10-29 18:00:00,Sunday,Afternoon,1,70 F,39 F,33 %,NW,8 mph,0 mph,30.0 in,0.0
4254,2017-10-29 19:00:00,Sunday,Afternoon,2,68 F,41 F,37 %,NW,6 mph,0 mph,30.0 in,0.0
4255,2017-10-29 21:00:00,Sunday,Afternoon,2,63 F,45 F,52 %,NW,8 mph,0 mph,30.0 in,0.0
4256,2017-10-29 22:00:00,Sunday,Night,1,61 F,45 F,55 %,NW,8 mph,0 mph,30.0 in,0.0
4257,2017-10-30 03:00:00,Monday,Night,1,55 F,46 F,72 %,NNW,13 mph,0 mph,30.0 in,0.0
4258,2017-10-30 06:00:00,Monday,Morning,2,55 F,46 F,72 %,NNW,15 mph,0 mph,30.0 in,0.0
4259,2017-10-30 07:00:00,Monday,Morning,2,54 F,46 F,77 %,NNW,15 mph,0 mph,30.0 in,0.0
4260,2017-10-30 08:00:00,Monday,Morning,5,55 F,46 F,72 %,NNW,16 mph,0 mph,30.0 in,0.0
4261,2017-10-30 09:00:00,Monday,Morning,3,57 F,48 F,72 %,NNW,15 mph,30 mph,30.0 in,0.0
4262,2017-10-30 10:00:00,Monday,Morning,2,59 F,48 F,67 %,NNW,16 mph,0 mph,30.0 in,0.0
4263,2017-10-30 11:00:00,Monday,Morning,2,63 F,48 F,59 %,NW,14 mph,0 mph,30.0 in,0.0
4264,2017-10-30 13:00:00,Monday,Morning,1,68 F,50 F,52 %,NW,6 mph,0 mph,30.0 in,0.0
4265,2017-10-30 14:00:00,Monday,Afternoon,3,66 F,52 F,60 %,S,8 mph,0 mph,30.0 in,0.0
4266,2017-10-30 15:00:00,Monday,Afternoon,2,68 F,54 F,60 %,S,8 mph,0 mph,30.0 in,0.0
4267,2017-10-30 16:00:00,Monday,Afternoon,1,66 F,54 F,64 %,SE,3 mph,0 mph,30.0 in,0.0
4268,2017-10-30 17:00:00,Monday,Afternoon,3,66 F,54 F,64 %,SE,5 mph,0 mph,30.0 in,0.0
4269,2017-10-30 18:00:00,Monday,Afternoon,4,66 F,55 F,68 %,SE,5 mph,0 mph,30.0 in,0.0
4270,2017-10-30 20:00:00,Monday,Afternoon,3,66 F,57 F,73 %,ENE,2 mph,0 mph,30.0 in,0.0
4271,2017-10-30 21:00:00,Monday,Afternoon,1,64 F,55 F,73 %,NNW,5 mph,0 mph,30.1 in,0.0
4272,2017-10-30 22:00:00,Monday,Night,1,63 F,55 F,77 %,NNW,5 mph,0 mph,30.1 in,0.0
4273,2017-10-31 03:00:00,Tuesday,Night,1,59 F,57 F,94 %,E,5 mph,0 mph,30.1 in,0.0
4274,2017-10-31 04:00:00,Tuesday,Night,1,59 F,57 F,94 %,E,3 mph,0 mph,30.1 in,0.0
4275,2017-10-31 06:00:00,Tuesday,Morning,1,59 F,55 F,88 %,NNE,6 mph,0 mph,30.1 in,0.0
4276,2017-10-31 08:00:00,Tuesday,Morning,1,57 F,55 F,94 %,NW,8 mph,0 mph,30.2 in,0.0
4277,2017-10-31 10:00:00,Tuesday,Morning,3,57 F,50 F,77 %,NNW,9 mph,0 mph,30.2 in,0.0
4278,2017-10-31 13:00:00,Tuesday,Morning,1,63 F,50 F,63 %,E,3 mph,0 mph,30.2 in,0.0
4279,2017-10-31 14:00:00,Tuesday,Afternoon,9,64 F,50 F,59 %,ESE,5 mph,0 mph,30.2 in,0.0
4280,2017-10-31 15:00:00,Tuesday,Afternoon,1,64 F,48 F,56 %,SSE,5 mph,0 mph,30.2 in,0.0
4281,2017-10-31 16:00:00,Tuesday,Afternoon,1,64 F,48 F,56 %,SE,5 mph,0 mph,30.2 in,0.0
4282,2017-10-31 17:00:00,Tuesday,Afternoon,4,64 F,48 F,56 %,VAR,2 mph,0 mph,30.2 in,0.0
4283,2017-10-31 19:00:00,Tuesday,Afternoon,3,59 F,50 F,72 %,VAR,2 mph,0 mph,30.2 in,0.0
4284,2017-10-31 20:00:00,Tuesday,Afternoon,3,57 F,50 F,77 %,NNW,3 mph,0 mph,30.2 in,0.0
4285,2017-10-31 21:00:00,Tuesday,Afternoon,3,57 F,50 F,77 %,NW,6 mph,0 mph,30.2 in,0.0
4286,2017-10-31 22:00:00,Tuesday,Night,2,55 F,50 F,82 %,NNW,6 mph,0 mph,30.2 in,0.0
4287,2017-10-31 23:00:00,Tuesday,Night,2,55 F,50 F,82 %,NNW,8 mph,0 mph,30.2 in,0.0
4288,2017-11-01 00:00:00,Wednesday,Night,1,55 F,50 F,82 %,NNW,10 mph,0 mph,30.2 in,1.0
4289,2017-11-01 01:00:00,Wednesday,Night,1,55 F,50 F,82 %,NNW,10 mph,0 mph,30.2 in,1.0
4290,2017-11-01 08:00:00,Wednesday,Morning,1,52 F,46 F,82 %,NNW,14 mph,0 mph,30.2 in,1.0
4291,2017-11-01 12:00:00,Wednesday,Morning,1,63 F,50 F,63 %,NW,5 mph,0 mph,30.2 in,1.0
4292,2017-11-01 13:00:00,Wednesday,Morning,1,68 F,52 F,56 %,W,3 mph,0 mph,30.2 in,1.0
4293,2017-11-01 14:00:00,Wednesday,Afternoon,1,66 F,54 F,64 %,SSW,6 mph,0 mph,30.2 in,1.0
4294,2017-11-01 18:00:00,Wednesday,Afternoon,2,66 F,57 F,73 %,SSW,7 mph,0 mph,30.1 in,1.0
4295,2017-11-01 20:00:00,Wednesday,Afternoon,1,63 F,57 F,82 %,VAR,2 mph,0 mph,30.2 in,1.0
4296,2017-11-01 21:00:00,Wednesday,Afternoon,1,61 F,57 F,88 %,NNW,3 mph,0 mph,30.2 in,1.0
4297,2017-11-02 05:00:00,Thursday,Night,1,59 F,55 F,88 %,NNW,9 mph,0 mph,30.1 in,0.0
4298,2017-11-02 07:00:00,Thursday,Morning,2,59 F,55 F,88 %,NW,8 mph,0 mph,30.1 in,0.0
4299,2017-11-02 08:00:00,Thursday,Morning,3,59 F,55 F,88 %,NW,7 mph,0 mph,30.1 in,0.0
4300,2017-11-02 09:00:00,Thursday,Morning,3,59 F,55 F,88 %,NNW,7 mph,0 mph,30.1 in,0.0
4301,2017-11-02 10:00:00,Thursday,Morning,2,63 F,57 F,82 %,NNW,5 mph,0 mph,30.1 in,0.0
4302,2017-11-02 11:00:00,Thursday,Morning,1,70 F,61 F,73 %,WSW,3 mph,0 mph,30.1 in,0.0
4303,2017-11-02 12:00:00,Thursday,Morning,3,70 F,61 F,73 %,SW,13 mph,0 mph,30.1 in,0.0
4304,2017-11-02 13:00:00,Thursday,Morning,1,70 F,61 F,73 %,SW,15 mph,0 mph,30.1 in,0.0
4305,2017-11-02 15:00:00,Thursday,Afternoon,2,70 F,61 F,73 %,WSW,15 mph,0 mph,30.0 in,0.0
4306,2017-11-02 16:00:00,Thursday,Afternoon,3,70 F,61 F,73 %,SW,15 mph,0 mph,30.0 in,0.0
4307,2017-11-02 17:00:00,Thursday,Afternoon,2,68 F,61 F,78 %,WSW,14 mph,0 mph,30.0 in,0.0
4308,2017-11-02 18:00:00,Thursday,Afternoon,2,68 F,61 F,78 %,SW,13 mph,0 mph,30.0 in,0.0
4309,2017-11-02 19:00:00,Thursday,Afternoon,3,66 F,61 F,83 %,WSW,12 mph,0 mph,30.0 in,0.0
4310,2017-11-02 20:00:00,Thursday,Afternoon,1,66 F,61 F,83 %,WSW,8 mph,0 mph,30.0 in,0.0
4311,2017-11-02 21:00:00,Thursday,Afternoon,1,64 F,61 F,88 %,W,5 mph,0 mph,30.0 in,0.0
4312,2017-11-02 23:00:00,Thursday,Night,2,63 F,59 F,88 %,NNW,7 mph,0 mph,30.0 in,0.0
4313,2017-11-03 00:00:00,Friday,Night,1,61 F,59 F,94 %,VAR,2 mph,0 mph,30.0 in,0.0
4314,2017-11-03 05:00:00,Friday,Night,1,57 F,55 F,94 %,NNW,5 mph,0 mph,29.9 in,0.0
4315,2017-11-03 07:00:00,Friday,Morning,3,57 F,54 F,88 %,NNW,8 mph,0 mph,29.9 in,0.0
4316,2017-11-03 08:00:00,Friday,Morning,1,59 F,54 F,82 %,NW,10 mph,0 mph,29.9 in,0.0
4317,2017-11-03 10:00:00,Friday,Morning,3,63 F,55 F,77 %,NNW,9 mph,0 mph,29.9 in,0.0
4318,2017-11-03 11:00:00,Friday,Morning,4,64 F,55 F,73 %,NW,10 mph,0 mph,30.0 in,0.0
4319,2017-11-03 12:00:00,Friday,Morning,2,68 F,59 F,73 %,VAR,2 mph,0 mph,29.9 in,0.0
4320,2017-11-03 13:00:00,Friday,Morning,3,70 F,59 F,68 %,SSW,7 mph,0 mph,29.9 in,0.0
4321,2017-11-03 14:00:00,Friday,Afternoon,2,70 F,61 F,73 %,SSW,14 mph,0 mph,29.9 in,0.0
4322,2017-11-03 15:00:00,Friday,Afternoon,1,70 F,61 F,73 %,SSW,10 mph,0 mph,29.9 in,0.0
4323,2017-11-03 16:00:00,Friday,Afternoon,2,70 F,61 F,73 %,SW,12 mph,0 mph,29.9 in,0.0
4324,2017-11-03 17:00:00,Friday,Afternoon,5,68 F,61 F,78 %,SW,9 mph,0 mph,29.9 in,0.0
4325,2017-11-03 18:00:00,Friday,Afternoon,2,66 F,59 F,78 %,SW,9 mph,0 mph,29.9 in,0.0
4326,2017-11-03 19:00:00,Friday,Afternoon,2,66 F,59 F,78 %,SW,7 mph,0 mph,29.9 in,0.0
4327,2017-11-03 20:00:00,Friday,Afternoon,2,64 F,59 F,83 %,WNW,6 mph,0 mph,29.9 in,0.0
4328,2017-11-03 21:00:00,Friday,Afternoon,4,63 F,59 F,88 %,WNW,3 mph,0 mph,29.9 in,0.0
4329,2017-11-04 07:00:00,Saturday,Morning,3,61 F,57 F,88 %,NNW,7 mph,0 mph,29.9 in,0.0
